version_id,language_tag
855,mpg
4083,mfm
4784,chm
4023,mrj
3702,mhr
2691,mrr
349,dad
1544,nng
3565,rmz
4304,rmz
3652,rmz
4026,mzr
4382,rwr
2184,myx
2183,myx
557,mcn
1222,msb
3953,shr
1247,klv
2205,mfh
3941,mgv
1002,mbt
2360,met
631,mcf
2610,xnz
2489,hlt
3414,hlt
2363,mgw
1376,mph
1405,mhl
612,mbl
285,yan
1348,mfy
2648,mdm
1330,ifu
4203,mzn
4201,mzn
2755,mzn
4202,mzn
3024,vmp
4353,snm
4475,lnb
444,myb
3108,myb
4354,mfo
3388,mfn
4478,mfn
4477,mfn
3474,mdt
1779,gai
4519,xmd
4480,mhd
456,mqb
1835,mbu
4399,mbu
1340,mna
627,mck
4479,mgy
1066,gun
3294,byv
4707,mni
3297,mni
1336,mek
3074,zsm
3073,zsm
4117,zsm
4134,mfx
4133,mfx
1000,med
1345,sim
4520,xmg
1031,mee
3542,tnr
3436,mwv
3572,mcr
4018,mxm
1168,meq
3525,ulk
3235,mgo
2179,mgo
1790,mxv
3120,mtr
2549,tpx
4500,tcf
802,mic
861,zam
1167,mpt
4258,cqd
737,ncl
2852,dnt
2999,mmy
870,mpp
2236,gej
1261,mvn
1061,hto
1764,mwl
1482,mpx
1078,mrg
298,miq
433,miq
774,zaw
826,mco
768,mxq
357,mzl
2130,pxm
3021,pxm
3018,mto
723,mto
3019,mto
254,mks
3999,xta
3443,meh
2995,jmx
745,zpm
3630,mkf
1104,soy
1048,lus
253,lus
4518,mmu
3233,bfm
2237,mfq
3097,old
332,moc
1785,mif
4517,mif
2049,mfg
4621,mwt
4619,mkm
1034,mkl
4022,mdf
1257,mox
4710,mlw
3809,myl
4526,lol
2917,lol
1495,lol
2874,mog
2551,mnh
1868,nmh
3456,mtl
630,mop
4180,mzq
3813,xmz
3312,mfe
3313,mfe
344,mfe
1377,mgc
3057,mos
3058,mos
1217,mos
3344,mtt
3355,mwh
4061,cty
1074,kpx
245,ign
788,ign
1046,nmo
4507,mpa
3973,mpa
3584,mgg
2473,cmr
3337,ukk
3189,udg
958,aoj
952,aoj
523,bmr
2433,moz
2076,kqa
2069,mzm
2642,mwq
3685,mnb
2792,unx
3535,unx
3148,mis
863,mua
2208,mnf
1792,muh
662,myu
2567,mtq
3169,fmu
2383,mur
596,huu
99,tih
4770,mvv
1130,mse
1855,mug
1123,emi
4166,mbe
3094,muv
470,tuc
473,tuc
1142,muy
1342,myw
4100,sur
1789,moa
1148,wmw
2370,mwe
2877,mws
4756,mlv
2951,men
2950,men
1338,nas
1132,naf
4700,mty
452,mbj
4462,jbn
4463,jbn
3340,jbn
4324,nqy
4167,nqy
3335,nag
4581,nag
2786,kfw
4486,nme
4583,nme
2790,nlx
3613,nlx
225,nhe
747,nhe
1725,nsu
366,nhi
1133,nak
1119,ojb
1113,ojb
2880,nlc
1453,nss
3874,nal
4775,nmx
4487,nmq
4592,nmq
1181,nvm
3686,tpj
1445,bjv
331,bjv
2629,npy
1136,nhr
3848,ntm
1908,ntu
4252,nxa
1098,nav
1836,naw
2797,nxq
3726,ncr
2523,ndh
1038,ndj
4484,ndj
1833,nnb
1493,nnb
3767,ndc
1694,ndc
3422,ndd
3996,ndd
3940,dne
2805,ndp
4323,ndw
3994,nbb
1793,ndz
3974,njd
4439,dno
2878,ndx
2574,ndv
4375,nww
1276,nld
3699,nld
4209,nld
1990,nld
75,nld
3932,nld
328,nld
2307,nld
165,nld
3799,nld
3743,nld
428,nsn
1448,nif
2267,anh
3798,tnl
4604,tnl
1457,new
3273,ney
601,gym
4746,nij
4744,nij
4745,nij
2879,nij
2896,szb
516,sba
474,gng
2487,cnw
2920,nga
3582,nge
4299,ngt
3810,nbq
3332,ngj
1674,nnq
1431,niy
373,acn
2621,jgo
3008,nla
4524,ngc
4525,ngc
4527,ngc
1490,ngc
4576,noq
4118,xnj
2789,xnj
4223,dru
1805,dru
1043,ngp
4535,ngp
2564,llp
4622,ngz
3236,ngn
299,nnh
4488,nnh
2803,kdj
2986,yrl
3729,nie
1151,nii
1648,nmw
2881,nlk
367,nin
2535,ncg
3675,num
1486,cag
3475,nzb
4066,nkn
4597,nkn
4300,nkz
255,nko
3995,nbp
4794,jen
943,gaw
1051,njb
4582,njb
3533,noi
4489,noi
1775,lem
647,not
4643,not
1646,snf
461,nhu
3800,nuk
1249,cya
4779,nob
2216,nob
2321,nob
121,nob
30,nob
29,nob
115,nob
102,nob
4778,nno
2025,nno
120,nno
119,nno
263,qul
646,qul
663,qvn
551,mfk
867,tbg
1228,tnn
2152,dip
353,emp
1344,xnn
2075,ncq
2682,ngb
712,nhy
658,pao
4589,qvz
718,qvz
783,ncj
764,ntp
3339,ntp
1907,nod
1561,xtn
2235,bud
4528,nto
4293,kcn
2624,yas
4655,nur
937,klt
2543,nuq
3595,nkr
4483,nbr
801,nop
2568,nut
1333,nuy
2971,nuf
3479,mhq
2723,hbb
2386,nwb
4298,nev
4615,cbn
4049,nyy
2326,nyy
2399,nyy
2683,nyy
4492,nyy
4575,nle
4660,nym
3046,nym
4564,nyj
2996,nyn
1434,nyn
4623,nyw
4485,neh
4616,nyl
3145,nih
3045,nih
2346,ttr
1106,lid
1536,njz
2336,njz
2332,nuj
4121,nuj
2252,nys
2882,nyd
2806,nyo
2515,nyo
2347,nyu
4325,nzd
2717,nzi
4529,nzi
425,obo
1582,ann
1587,ann
4636,oci
2698,oci
785,mie
766,zac
3931,odk
2743,ory
1962,ory
1749,ory
3804,ory
1886,ory
1408,kkc
2269,odu
1671,eri
2127,chj
3016,chj
350,atg
1183,opm
2622,oku
1187,ong
3430,iko
3993,iko
4569,oml
3949,omi
931,aom
3438,mye
2532,one
1556,bsc
1569,ons
3389,see
3859,ojv
4274,orx
1179,okv
3571,okv
3352,oro
3552,orm
2177,ury
469,kua
372,ndo
2883,otd
3998,uta
259,otq
258,ote
3403,otr
4801,oyb
4136,oyd
4135,oyd
707,zao
710,chz
1939,uzb
1730,uzb
1435,pma
1839,pma
1978,sig
2276,pac
4181,pdo
1349,pbb
3531,kfx
2961,kfx
2960,kfx
2778,bfz
2957,bfz
3083,phr
486,pri
1870,pck
2846,btd
4734,btd
3480,pce
3654,pce
3360,rbb
4326,pll
3910,pll
4168,pll
1165,plu
2022,plu
3437,pmf
2982,pmf
1141,pam
1131,att
3333,pnz
457,qxh
2194,pag
1166,pag
2302,slm
3597,slm
3555,pgg
779,top
4766,pap
818,pap
816,pap
438,prf
651,pab
3852,pbu
2510,pbu
2910,yac
2965,pbc
1182,ptp
3277,gfk
1014,gfk
3276,gfk
260,pad
2922,zne
4610,zne
4215,blk
1237,pfe
969,ata
4395,ppp
134,pez
2791,peg
3610,peg
1455,pdc
792,mil
1050,nph
4303,pnx
4618,kjt
4301,pho
226,pio
2516,pcm
4758,pms
614,pis
615,pis
4380,pis
443,plg
776,mio
2159,pny
661,pir
1610,tpp
1737,pjt
2819,blr
1518,ktj
4586,pdt
563,pdt
2453,pdt
1546,npo
4213,pon
3001,pon
3876,pon
2222,pkb
2884,pko
3625,plj
3701,kjy
3490,pol
319,pol
3551,pol
132,pol
137,pol
2095,pol
3881,pol
138,pol
1645,pps
227,poi
724,jac
412,poh
495,poh
2645,por
1608,por
212,por
3407,por
4542,por
3254,por
4094,por
1840,por
1966,por
211,por
4539,por
4509,por
129,por
4360,por
1930,por
277,por
200,por
215,por_pt
432,por_pt
228,por_pt
1967,por_pt
135,pot
1049,pmx
3714,pwr
2923,prt
1515,kvj
2638,kvj
4381,pkp
1798,fuf
2984,yae
236,cap
218,cap
3875,prx
4182,pub
4226,pyu
2480,pwo
3400,pyy
493,kjb
518,agu
941,agu
3170,aar
1030,byx
1732,kaa
3527,kaa
3488,kaa
267,qvw
3318,qvw
265,qvm
266,qvs
290,qxo
4593,qxu
3367,qwa
2672,qvo
581,ztq
771,chq
3665,rah
4171,rki
4170,rki
3790,rki
4341,rki
4340,rki
3432,rai
1186,rai
2867,lje
3766,lag
1871,rnl
4127,rnl
4736,rkt
2164,rap
3122,yea
1192,rwo
1314,rwo
1189,rwo
4635,gdd
2889,rej
3715,rei
2277,rel
1872,nre
1873,nnl
2524,mnv
3263,ril
1059,ria
4176,yin
4332,yin
4609,iri
1832,iri
669,rkb
4351,rhg
4183,rhg
4184,rhg
4780,rhg
4169,rhg
1506,ron
1466,ron
903,ron
1454,ron
3914,ron
2311,ron
126,ron
3616,ron
1467,ron
191,ron
1996,ron
2072,ron
3608,rmn
4584,rmn
3606,rmn
3607,rmn
3102,rmn
1658,rml
2606,rml
2605,rml
1412,rmq
1592,rmq
1651,rmn_arl
1652,rmn_arl
1560,rmn_arl
1425,rmy_fr
3114,rmy_fr
3347,rmy_fr
1361,rmy_fr
1611,rmy_lov
1698,rmy_lov
1640,rmc
992,rmc
3101,rmc
3911,rmo
1942,rmo
1604,rmo
3082,rmo
3370,rmy
4591,rmy
4342,rmy
1360,rmy
3348,rmy
3138,rmy
3342,rmy
391,rmy_ch
1421,rme
1044,rme
1697,rme
1679,rme
2244,rol
3636,cla
1874,nbu
1185,roo
1909,rug
2631,bzw
4235,kwn
4577,ruc
3921,raw
3047,rwk
4781,sax
1666,apb
4371,apb
2443,sav
272,srm
2366,lsm
2365,lsm
4101,sjw
4396,saa
2859,hvn
3683,sck
4624,skb
957,apz
3462,sbk
4632,sbm
3618,tga
3917,ssy
4601,saj
2891,saj
510,acf
2454,sch
4497,shq
1770,qxl
3065,sbe
1452,sbe
1193,sll
2869,loe
4233,smw
1118,ndi
1318,xsb
2090,ssx
3000,saq
3059,sbd
3315,sbd
2104,san
2105,san
2106,san
2158,san
2107,san
2103,san
2114,san
2110,san
2117,san
2116,san
2121,san
2119,san
2113,san
2118,san
2108,san
2111,san
1875,san
2122,san
2115,san
2112,san
2102,san
2109,san
2120,san
4172,stu
4305,stu
832,maa
765,poe
1663,poe
732,mjc
770,pls
1662,pls
2284,trq
858,mig
727,azg
1398,zpt
3433,xsn
2895,sxn
3184,sxn
2894,sxn
1285,sag
1052,nsa
2815,sbp
1210,sny
1555,msc
3819,ssi
460,zpi
1385,mza
1701,cok
4495,sat
3292,sat
1538,sat
459,zas
3067,xsu
1271,sps
446,mwm
445,mwm
1245,bps
1243,mbs
3834,asj
593,hns
4437,hns
2892,sas
3967,stw
619,mav
3666,saz
4743,mjt
4642,szw
2893,saw
2129,pos
4315,kdg
3912,tsn
1615,tsn
2608,tsn
278,tsn
185,tsn
664,sey
2710,sfw
4630,sfw
626,ssg
3811,skx
1773,lip
2511,slu
4152,sly
1796,snw
4728,snw
1227,spl
3920,sea
2933,seh
2932,seh
1378,seh
2833,ssz
3032,sef
1598,dyi
2990,sev
3033,tgw
2526,set
922,iws
3871,skr
3731,skr
3751,srr
1053,crs
1054,crs
3845,sot
3601,sot
273,sot
274,sot
3854,nso
256,nso
124,nso
4499,sqa
3206,shn
1290,shn
522,mcd
2131,shj
3111,swv
3179,moy
1337,xsr
2156,shk
1174,kde_mz
3296,nka
3091,nka
673,shp
944,poy
4530,poy
2890,rng
3716,sle
4448,bcv
3631,sqi
292,sqi
7,sqi
4400,sqi
3757,aae
3822,aae
4153,aln
2966,aln
1826,aln
1824,aln
1822,als
1821,als
1825,als
597,jiv
1194,snp
1195,snp
4048,sya
3450,mmp
2764,scn
3204,sid
2680,erg
3405,erg
3027,zaa
852,zaa
2500,bla
1897,bla
2529,bla
3518,bla
2907,wul
3815,wul
3832,smb
1876,smt
1346,snc
974,xsi
271,snn
1075,sri
705,srq
3441,srx
3253,srx
1280,ssd
2553,sil
604,ssw
1738,akp
4726,akp
3521,pqm
3520,pqm
3522,pqm
3835,slk
465,slk
464,slk
644,slk
163,slk
2318,slv
2415,slv
376,slv
1733,slv
4723,slv
2319,slv
2051,slv
1636,slv
1383,slv
1925,urw
750,cso
1256,xog
2447,sby
3970,six
963,bmu
2630,sor
1465,ses
4330,soo
4571,sod
4385,sov
4029,som
3904,som
87,som
2934,som
893,sus
2066,sus
2873,mnx
550,giz
2330,nxl
1188,omw
1350,cpy
1254,tvk
424,npl
708,stp
2148,biv
4695,biv
1328,ksc
660,nab
1808,nnw
645,qup
4537,qup
796,mit
4175,ybd
736,zsr
485,nwi
3984,srn
674,srn
484,sxb
2997,ssc
2611,stb
1649,tgo
1206,sue
1512,suk
2684,suk
1517,suk
1208,sua
2728,nsm
1877,nsm
2410,sun
365,fin
330,fin
60,fin
1745,fin
1145,spp
3512,sgj
4063,sgj
3659,suq
1191,sgz
441,sgz
154,swe
417,swe
33,swe
916,swe
542,swe
1223,swe
160,swe
161,swe
1111,swe
3413,swe
4709,swe
166,swe
1917,syl
1918,syl
1916,syl
4387,tap
772,zat
4644,tby
797,chf
959,knv
989,knv
681,tna
3161,shi
3162,shi
4058,shi_arb
3070,tcd
1116,bgs
3969,klg
1935,tbw
2448,tgj
910,taw
4257,blt
2544,blt
4265,twh
4306,tjl
4174,tjl
2138,dav
1468,tbc
1552,nho
1426,tke
2898,tld
4129,tlj
1797,tlj
4106,tly
4211,tly
2424,thv
4747,tmn
3289,tdg
1144,taq
2899,tml
2718,tpu
1804,tpm
1545,nmf
3241,tan
1225,tgp
2478,nst
3959,nst
4490,nst
1543,nst
1110,tnc
1878,tro
2807,rif
3113,rif_arb
3983,yer
4207,ttt
4210,ttt
773,cta
1087,tav
4327,tco
4173,tco
1258,tpa
1319,tsg
3791,tvn
4328,tvn
1213,tbo
1309,ttq
1321,ttq
3168,twb
3617,bnj
2432,tyz
288,tbl
1680,kqo
3477,teg
4276,tyx
689,ttc
1230,tlf
1384,kdh
3997,tbt
4368,tea
850,otn
3826,tes
659,pah
2576,tex
726,cnt
831,cux
1317,ted
703,ter
682,tfr
2903,twu
436,teo
2938,teo
2685,tll
767,nhg
1401,tet
4763,tdt
3775,tdt
843,cut
1215,tew
728,zpz
711,mxb
1879,tcz
4625,soa
1880,nki
2206,thk
3768,the
3534,thl
3062,thl
4407,tkt
3290,thq
4065,thr
4059,thr
4311,ckh
4735,ckh
4156,ckh
3922,mhw
2155,nus
3069,tdh
4034,lth
4264,tcn
289,tca
19,vie
205,vie
1638,vie
449,vie
193,vie
151,vie
1647,tif
1989,nza
1554,txq
4388,tkp
1211,tim
2952,tem
4062,lbf
1218,tpz
4275,tpe
1266,tiy
2575,tiv
3379,tyy
709,tpt
743,mxp
3653,tqo
574,tob
1510,tob
2409,tob
482,tob
3778,tmf
3711,tng
2897,tlb
257,ood
1381,toj
844,toj
3023,toj
3322,tpi
3481,tpi
3587,tkl
249,jic
2762,tlm
3724,txa
2748,tom
2747,tnt
159,sda
1400,tcs
4504,ttl
4771,txo
276,tos
4036,mlu
3957,mlu
3648,mlu
3109,trv
3242,tsa
2752,tkr
3694,tsj
2919,lua
2918,lua
280,ven
4316,kdl
426,kdl
3228,cas
4331,tsw
429,tsw
3924,tsv
2941,lto
2928,lto
2362,tsu
2902,tsc
3353,tvs
1572,tuo
694,tuo
3833,tuj
4514,bag
4241,tkd
3112,tcy
866,iou
4776,tum
1961,tum
2623,tvu
999,lcm
3691,tui
892,tui
2657,tuv
3076,tur
2308,tur
2028,tur
170,tur
3763,tur
3516,tur
3844,tur
2091,tur
1937,tuk
1851,tuk
4560,tru
2989,nyb
4674,nyb
2449,tvt
2440,tvl
2123,ifk
1752,bov
686,tue
1631,twi
1861,twi
1461,twi
3439,twi
3440,twi
1921,kcg
690,tzj
687,tzj
2132,tzh
361,tzh
363,tzh
3717,tzo
334,tzo
382,tzo
837,tzo
757,tzo
279,tzo
800,dgr
2837,aoz
1750,ksj
1242,ubr
569,cpb
2499,udi
4024,udm
4025,udm
917,udu
4307,ukq
3002,uli
885,sco_uls
2885,ppk
962,gdn
1251,ubu
1234,ubu
1417,ubu
2686,umb
1339,due
1670,mtg
3385,mtg
2850,dna
729,tku
3860,uro
4116,urk
2353,quh
2354,quh
2249,quh
649,quh
692,ura
1475,urt
1887,urd_rom
1553,urd_rom
2609,urd_rom
2616,urh
1650,uvh
1478,uri
525,upv
688,urb
1474,wnu
1233,usa
769,cuc
684,usp
1977,uth
3989,gel
4020,pid
4019,pid
3722,vaa
3820,vgr
1938,vag
1062,vap
2994,mlr
1422,bru
3451,vah
2983,vrs
1742,bav
4043,vep
4566,ver
2987,vif
2056,vol
3839,fij
676,fij
675,fij
508,fij
3559,fij
887,vut
2395,wbi
3688,nmb
325,wbm
924,aji
4686,wbq
3979,wbq
1253,waj
4391,wbr
1565,fad
1472,rro
231,bao
4084,wja
4505,yui
1905,lgl
3185,wlw
1430,wmt
2254,cou
2985,gvc
1056,gvc
1064,nnp
1788,mfi
2659,lwg
2656,lwg
4574,lwg
4533,jub
2906,wno
1470,wnc
3925,wnk
230,auc
451,wap
2198,war
3727,pav
1469,wrs
3641,wji
1355,wbp
3412,wtk
1352,oym
1584,guc
1940,wob
1416,wed
1414,wed
3237,weh
1289,wer
4456,gaz
3202,gaz
3725,gaz
929,kew
2949,lia
573,apw
1313,mbb
928,mbb
2853,dnw
730,ctp
3546,pua
549,pua
748,nhw
623,knj
2435,krw
2093,lcp
1324,suc
528,mzh
560,mtp
1332,wim
1311,wib
3410,win
946,gdr
1286,wiu
3205,wal
3955,wlo
3338,wol
4633,wol
2991,won
1081,noa
1082,noa
3478,wum
1288,wuv
683,xav
780,too
3855,tso
2939,tso
607,tso
184,tso
418,tso
4263,sti
3980,yai
680,yad
3035,iyx
3951,yaf
1388,yka
3769,ybh
3079,yba
731,zpu
3028,zpu
3687,nce
3740,kkl
620,yal
2992,yal
4271,ymp
1160,yam
2257,yat
3787,jmd
2364,tao
679,yaa
3770,ybi
512,ame
4521,yav
2980,guu
3929,yns
2400,jao
938,yre
1919,yap
799,yaq
1025,yrb
1353,zae
755,zty
828,zav
475,yva
1387,yby
4122,yao
1437,yao
2793,yao
1241,yle
3238,ybb
4131,jnj
4132,jnj
1093,yss
3916,ydd_latn
4587,ydd_latn
4072,ydd_latn
1063,yim
2402,yij
652,pib
3639,kvy
3939,puu
3415,puu
3564,gek
4627,yno
1471,yon
468,yut
3965,mts
911,yor
2754,yor
207,yor
741,mpm
4628,yoy
1101,ycn
3215,esu
1390,esu
3629,kji
3515,atb
2078,atb
976,atb
3771,zak
291,zpo
284,zar
283,zab
2820,zaq
4392,ztp
2373,zaj
2689,zaj
2751,diq
3229,diq
1071,nzm
3632,zhn
1656,zyb
625,zia
1035,ziw
3489,zmb
4227,zin
2486,zom
208,zom
1065,zom
744,zpq
1959,czt
3153,gnd
930,zyp
921,ell
3669,ell
423,ell
3420,ell
173,ell
346,ell
209,grc
3449,grc
3130,grc
2503,grc
4286,grc
156,grc
3428,grc
2270,grc
182,grc
183,grc
2915,cop
2080,agx
2157,ady
3918,ady
2173,kbd
3719,kbd
1850,alt
4594,alt
1929,bak
3670,bak
3884,bak
2419,bak
2172,kap
1573,bel
1723,bel
3637,bel
4047,bxr
2418,bxr
1881,bxr
22,bul
23,bul
196,bul
190,bul
1724,bul
901,bul
1443,bul
1558,bul
3779,bul
2555,gag
2554,gag
3623,oss
2422,oss
2317,krc
4218,krc
1503,kum
1550,crh
2328,kir
2193,lez
2086,ava
4035,ava
3814,mkd
4079,mkd
1696,mkd
1501,mkd
1272,mkd
1706,mkd
311,mkd
322,mkd
369,khk
1590,khk
2320,rut
1524,nog
1513,che
313,rus
3830,rus
385,rus
840,rus
853,rus
480,rus
45,rus
3873,rus
3764,rus
201,rus
400,rus
143,rus
167,rus
1999,rus
1888,sah
4648,srp
1970,srp
1969,srp
202,srp
2724,srp
2165,srp
2081,tab
1502,tat
4386,tat
1477,tgk
1152,tgk
1520,tyv
4390,tyv
1224,uig_cyr
3786,ukr
186,ukr
188,ukr
204,ukr
3269,ukr
3149,ukr
1755,ukr
1523,kjh
2089,xal
3207,kca
4367,chv
1803,chv
1507,eve
3222,ess
3647,kaz
2733,kaz
2860,hye
2329,hye
2909,xcl
194,hyw
2325,hyw
1987,hyw
3457,yid
4562,yid
3732,yid
4073,yid
24,heb
380,heb
3585,heb
2220,heb
2221,heb
904,hbo
2376,hbo
4195,azb
4196,azb
1161,azb
3536,urd
189,urd
4654,urd
3327,urd
187,urd
4553,urd
3655,ary
558,ary
502,shu
13,arb
14,arb
3869,arb_ltr
4220,arb
2301,arb
67,arb
1665,arb
3513,arb
101,arb
3901,arb
153,arb
1714,arb
3275,arb
195,arb
1981,arb
1304,aeb
2429,arz
4713,bqi
1498,bcc
3404,tuk_arb
1719,tuk_arb
341,prs
1379,sus_ar
3391,snd
3392,snd
3316,snd
722,snd
3818,snd
4204,pes
4702,fas
118,fas
4715,fas
1619,fas
136,fas
4205,fas
4703,fas
181,fas
3737,fas
3321,apd_lat
3401,apd_lat
4090,apd
2598,fia
453,uig
2912,pnb
3020,pnb_rom
1707,fub_ar
503,ckb
1852,ckb
2817,kmr_kur
4197,glk
4076,glk
4704,glk
4208,glk
1094,glk
1080,aii
481,urd_dv
1885,urd_dv
3472,urd_dv
789,suz
1177,taj
3261,npi
2671,npi
1483,npi
1711,npi
3797,bra
3621,bho
1910,mar
2143,mar
1686,mar
3260,mar
1628,hin
2562,hin
819,hin
1682,hin
1683,hin
4459,hin
3540,hin
1980,hin
4679,hin
1979,asm
809,ben
2412,ben
3014,ben
3015,ben
1690,ben
1681,ben
3150,ben
1883,ben
95,ben
155,ben
1791,ben
3824,ben
2013,pan
3805,pan
1884,pan
3467,pan
3642,pan
1687,pan
4661,guj
2561,guj
1848,guj
1691,guj
1911,guj
4662,ori
4472,kxv
2787,kxv
3081,kxv
1899,tam
3154,tam
3022,tam
339,tam
2730,tam
3281,tam
4245,tam
1895,tel
1787,tel
3155,tel
3268,tel
1898,kan
1692,kan
1684,kan
3152,kan
3259,kan
4051,kan
1912,mal
1685,mal
1693,mal
2431,mal
2333,mal
1828,sin
3265,sin
2953,sin
1794,sin
246,ium
232,ium
233,ium
220,ium
175,tha
2744,tha
4248,tha
4502,tha
2046,tha
275,tha
203,tha
3615,tha
174,tha
179,tha
4501,tha
3755,lao
1727,lao
2378,bod
1933,bod
1712,bod
3157,dzo
1458,lbj
3609,lbj
2467,ksw
2469,ksw
3861,mya
404,mya
2397,mya
386,mya
3926,mya
4322,mya
1391,mya
4297,mya
2760,mya_zaw
2649,mya_zaw
1459,mya_zaw
2202,kat
2368,kat
2369,kat
86,kor
3803,kor
88,kor
3502,kor
142,kor
4639,kor
3203,sgw
3171,bst
3988,tir
2998,tir
1260,amh
3199,amh
3198,amh
3200,amh
3867,amh
3177,gez
3182,xan
455,ike
3223,ike
2496,nsk
2065,crl
537,caf
3212,crk
2084,crk
2083,crk
2082,crk
803,ike_lab
2287,khm
315,khm
2227,khm
85,khm
1270,khm
4783,khm
2224,khm
1806,hak
2294,lzh
2295,lzh
1578,lzh
2296,lzh
2047,lzh
2218,lzh
1580,lzh
1577,lzh
2212,lzh
2211,lzh
2283,lzh
2213,lzh
2323,lzh
3802,jpn
81,jpn
83,jpn
4637,jpn
1820,jpn
4016,jpn
1819,jpn
36,zho
41,zho
43,zho
47,zho
48,zho
3354,zho
140,zho
3780,zho
1392,zho_tw
2361,zho_tw
40,zho_tw
312,zho_tw
414,zho_tw
46,zho_tw
139,zho_tw
3283,zho_tw
1581,zho_tw
2034,zho_tw
2625,zho_tw
1579,zho_tw
4230,zho_tw
2297,zho_tw
2087,zho_tw
2217,zho_tw
1889,zho_tw
2293,zho_tw
2032,zho_tw
2036,zho_tw
2030,zho_tw
2681,iii
2834,vai
1926,chr
